tBudgetType;1;Федеральный бюджет
tBudgetType;2;Бюджет субъекта Российской Федерации
tBudgetType;3;Местный бюджет
tBudgetType;4;Бюджет государственного внебюджетного фонда Российской Федерации
tBudgetType;5;Бюджет территориального государственного внебюджетного фонда
